insight_id,filter,filter_value,insight_key,feature,feature_display,metric,metric_display,direction,effect_size,effect_size_cohen_d,evidence_uplift_pp,evidence_n_has,evidence_n_abs,evidence_baseline_pp,evidence_sig,evidence_p_value,quality_flags,confidence,text
342a846a,Market,France,Feature,occasions,Occasions,Brand_Linkage_T2B,Brand Linkage,positive,large,0.93,4.24,28,103,39.2,***,7e-05,"small_sample, multiple_testing_risk",medium,Occasions is associated with 4.2pp higher Brand Linkage in Market = France (n=28 with feature; ***). Small sample — treat as directional.
fac887af,Market,France,Feature,occasions,Occasions,Uniqueness_T2B,Uniqueness,positive,medium,0.215,1.16,28,103,42.04,ns,0.2798,"small_sample, multiple_testing_risk",low,Occasions is associated with 1.2pp higher Uniqueness in Market = France (n=28 with feature; ns). Small sample — treat as directional.
23fbd560,Market,France,Feature,occasions,Occasions,Shareability_T2B,Shareability,positive,medium,0.333,1.04,28,103,25.6,*,0.01404,"small_sample, multiple_testing_risk",medium,Occasions is associated with 1.0pp higher Shareability in Market = France (n=28 with feature; *). Small sample — treat as directional.
4f3c3852,Market,France,Feature,occasions,Occasions,SCD_score,SCD Score,positive,large,0.66,15.85,28,101,46.49,**,0.00155,"small_sample, multiple_testing_risk",medium,Occasions is associated with 15.8pp higher SCD Score in Market = France (n=28 with feature; **). Small sample — treat as directional.
d49dd1f4,Market,France,Feature,passion_point,Passion Point,Attention_T2B,Attention,positive,small,0.034,0.18,30,101,43.43,ns,0.80319,multiple_testing_risk,low,Passion Point is associated with 0.2pp higher Attention in Market = France (n=30 with feature; ns).
7b7956fd,Market,France,Feature,passion_point,Passion Point,Persuasion_T2B,Persuasion,negative,small,-0.038,-0.17,30,101,34.32,ns,0.78208,multiple_testing_risk,low,Passion Point is associated with 0.2pp lower Persuasion in Market = France (n=30 with feature; ns).
615d8b9d,Market,France,Feature,passion_point,Passion Point,Likeability_Love_Like_T2B,Likeability,positive,small,0.11,0.72,30,101,42.03,ns,0.6712,multiple_testing_risk,low,Passion Point is associated with 0.7pp higher Likeability in Market = France (n=30 with feature; ns).
2af0671d,Market,France,Feature,passion_point,Passion Point,Experience_Recall_T2B,Recall,positive,medium,0.34,2.41,30,101,18.74,ns,0.17174,multiple_testing_risk,low,Passion Point is associated with 2.4pp higher Recall in Market = France (n=30 with feature; ns).
905465f3,Market,France,Feature,passion_point,Passion Point,Brand_Linkage_T2B,Brand Linkage,negative,medium,-0.215,-1.01,30,101,40.34,ns,0.31221,multiple_testing_risk,low,Passion Point is associated with 1.0pp lower Brand Linkage in Market = France (n=30 with feature; ns).
47c9682d,Market,France,Feature,passion_point,Passion Point,Uniqueness_T2B,Uniqueness,positive,small,0.096,0.54,30,101,42.17,ns,0.94977,multiple_testing_risk,low,Passion Point is associated with 0.5pp higher Uniqueness in Market = France (n=30 with feature; ns).
be639ea6,Market,France,Feature,passion_point,Passion Point,Shareability_T2B,Shareability,negative,small,-0.134,-0.45,30,101,25.93,ns,0.34473,multiple_testing_risk,low,Passion Point is associated with 0.4pp lower Shareability in Market = France (n=30 with feature; ns).
1c234941,Market,France,Feature,passion_point,Passion Point,SCD_score,SCD Score,negative,small,-0.103,-2.64,30,99,50.54,ns,0.60413,multiple_testing_risk,low,Passion Point is associated with 2.6pp lower SCD Score in Market = France (n=30 with feature; ns).
e172a70b,Market,France,Feature,intrinsic_elements,Intrinsic Elements,Attention_T2B,Attention,positive,small,0.065,0.34,25,106,43.4,ns,0.96496,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 0.3pp higher Attention in Market = France (n=25 with feature; ns). Small sample — treat as directional.
c1b7cbd3,Market,France,Feature,intrinsic_elements,Intrinsic Elements,Persuasion_T2B,Persuasion,positive,medium,0.428,1.72,25,106,33.96,ns,0.05659,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 1.7pp higher Persuasion in Market = France (n=25 with feature; ns). Small sample — treat as directional.
a7cd131f,Market,France,Feature,intrinsic_elements,Intrinsic Elements,Likeability_Love_Like_T2B,Likeability,positive,medium,0.305,1.91,25,106,41.83,ns,0.37489,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 1.9pp higher Likeability in Market = France (n=25 with feature; ns). Small sample — treat as directional.
d5883418,Market,France,Feature,intrinsic_elements,Intrinsic Elements,Experience_Recall_T2B,Recall,positive,medium,0.248,1.85,25,106,18.94,ns,0.57592,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 1.8pp higher Recall in Market = France (n=25 with feature; ns). Small sample — treat as directional.
915f78b2,Market,France,Feature,intrinsic_elements,Intrinsic Elements,Brand_Linkage_T2B,Brand Linkage,negative,small,-0.01,-0.06,25,106,40.12,ns,0.59607,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 0.1pp lower Brand Linkage in Market = France (n=25 with feature; ns). Small sample — treat as directional.
f19a99ea,Market,France,Feature,intrinsic_elements,Intrinsic Elements,Uniqueness_T2B,Uniqueness,negative,medium,-0.333,-1.86,25,106,42.65,*,0.03841,"small_sample, multiple_testing_risk",medium,Intrinsic Elements is associated with 1.9pp lower Uniqueness in Market = France (n=25 with feature; *). Small sample — treat as directional.
f0b55271,Market,France,Feature,intrinsic_elements,Intrinsic Elements,Shareability_T2B,Shareability,negative,small,-0.021,-0.07,25,106,25.84,ns,0.75847,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 0.1pp lower Shareability in Market = France (n=25 with feature; ns). Small sample — treat as directional.
dc806241,Market,France,Feature,intrinsic_elements,Intrinsic Elements,SCD_score,SCD Score,positive,small,0.12,2.99,25,104,49.35,ns,0.61672,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 3.0pp higher SCD Score in Market = France (n=25 with feature; ns). Small sample — treat as directional.
438f6691,Market,France,Feature,food,Food,Attention_T2B,Attention,positive,medium,0.326,1.67,18,113,43.24,ns,0.1758,"small_sample, multiple_testing_risk",low,Food is associated with 1.7pp higher Attention in Market = France (n=18 with feature; ns). Small sample — treat as directional.
358ba167,Market,France,Feature,food,Food,Persuasion_T2B,Persuasion,positive,large,0.627,2.94,18,113,33.88,*,0.03492,"small_sample, multiple_testing_risk",low,Food is associated with 2.9pp higher Persuasion in Market = France (n=18 with feature; *). Small sample — treat as directional.
ee573d35,Market,France,Feature,food,Food,Likeability_Love_Like_T2B,Likeability,positive,medium,0.475,3.17,18,113,41.75,ns,0.0748,"small_sample, multiple_testing_risk",low,Food is associated with 3.2pp higher Likeability in Market = France (n=18 with feature; ns). Small sample — treat as directional.
01804d80,Market,France,Feature,food,Food,Experience_Recall_T2B,Recall,positive,large,0.534,3.92,18,113,18.76,*,0.04974,"small_sample, multiple_testing_risk",low,Food is associated with 3.9pp higher Recall in Market = France (n=18 with feature; *). Small sample — treat as directional.
ba14e82a,Market,France,Feature,food,Food,Brand_Linkage_T2B,Brand Linkage,negative,small,-0.027,-0.11,18,113,40.12,ns,0.83843,"small_sample, multiple_testing_risk",low,Food is associated with 0.1pp lower Brand Linkage in Market = France (n=18 with feature; ns). Small sample — treat as directional.
7eea4726,Market,France,Feature,food,Food,Uniqueness_T2B,Uniqueness,positive,small,0.2,1.08,18,113,42.14,ns,0.46414,"small_sample, multiple_testing_risk",low,Food is associated with 1.1pp higher Uniqueness in Market = France (n=18 with feature; ns). Small sample — treat as directional.
736145cb,Market,France,Feature,food,Food,Shareability_T2B,Shareability,positive,medium,0.213,0.86,18,113,25.71,ns,0.71061,"small_sample, multiple_testing_risk",low,Food is associated with 0.9pp higher Shareability in Market = France (n=18 with feature; ns). Small sample — treat as directional.
a0bdde60,Market,France,Feature,food,Food,SCD_score,SCD Score,positive,medium,0.269,7.37,18,111,48.9,ns,0.2768,"small_sample, multiple_testing_risk",low,Food is associated with 7.4pp higher SCD Score in Market = France (n=18 with feature; ns). Small sample — treat as directional.
baf65c09,Market,France,Feature,additional_elements_and_product_placement,Additional Elements,Attention_T2B,Attention,positive,small,0.03,0.15,15,116,43.45,ns,0.92227,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 0.1pp higher Attention in Market = France (n=15 with feature; ns). Small sample — treat as directional.
d50ae8c9,Market,France,Feature,additional_elements_and_product_placement,Additional Elements,Persuasion_T2B,Persuasion,positive,small,0.008,0.03,15,116,34.28,ns,0.69363,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 0.0pp higher Persuasion in Market = France (n=15 with feature; ns). Small sample — treat as directional.
9b67a25e,Market,France,Feature,additional_elements_and_product_placement,Additional Elements,Likeability_Love_Like_T2B,Likeability,positive,small,0.094,0.54,15,116,42.13,ns,0.62051,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 0.5pp higher Likeability in Market = France (n=15 with feature; ns). Small sample — treat as directional.
b6870ad5,Market,France,Feature,additional_elements_and_product_placement,Additional Elements,Experience_Recall_T2B,Recall,positive,medium,0.454,2.82,15,116,18.97,ns,0.05971,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 2.8pp higher Recall in Market = France (n=15 with feature; ns). Small sample — treat as directional.
ed60cab3,Market,France,Feature,additional_elements_and_product_placement,Additional Elements,Brand_Linkage_T2B,Brand Linkage,positive,large,0.66,3.24,15,116,39.74,*,0.0304,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 3.2pp higher Brand Linkage in Market = France (n=15 with feature; *). Small sample — treat as directional.
379e8180,Market,France,Feature,additional_elements_and_product_placement,Additional Elements,Uniqueness_T2B,Uniqueness,negative,small,-0.117,-0.59,15,116,42.36,ns,0.70433,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 0.6pp lower Uniqueness in Market = France (n=15 with feature; ns). Small sample — treat as directional.
9e1a3b26,Market,France,Feature,additional_elements_and_product_placement,Additional Elements,Shareability_T2B,Shareability,negative,small,-0.095,-0.29,15,116,25.86,ns,0.92227,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 0.3pp lower Shareability in Market = France (n=15 with feature; ns). Small sample — treat as directional.
ddced651,Market,France,Feature,additional_elements_and_product_placement,Additional Elements,SCD_score,SCD Score,positive,small,0.147,3.93,15,114,49.47,ns,0.58413,"small_sample, multiple_testing_risk",low,Additional Elements is associated with 3.9pp higher SCD Score in Market = France (n=15 with feature; ns). Small sample — treat as directional.
f6c79063,Market,Indonesia,Feature,human_presence,Human,Attention_T2B,Attention,positive,small,0.186,0.69,51,30,71.5,ns,0.35031,multiple_testing_risk,low,Human is associated with 0.7pp higher Attention in Market = Indonesia (n=51 with feature; ns).
8da5b4db,Market,Indonesia,Feature,human_presence,Human,Persuasion_T2B,Persuasion,negative,small,-0.018,-0.07,51,30,70.52,ns,0.8718,multiple_testing_risk,low,Human is associated with 0.1pp lower Persuasion in Market = Indonesia (n=51 with feature; ns).
96fb7f28,Market,Indonesia,Feature,human_presence,Human,Likeability_Love_Like_T2B,Likeability,positive,medium,0.21,0.78,51,30,79.44,ns,0.39214,multiple_testing_risk,low,Human is associated with 0.8pp higher Likeability in Market = Indonesia (n=51 with feature; ns).
dcdb79f3,Market,Indonesia,Feature,human_presence,Human,Experience_Recall_T2B,Recall,positive,small,0.101,0.88,51,30,66.59,ns,0.70652,multiple_testing_risk,low,Human is associated with 0.9pp higher Recall in Market = Indonesia (n=51 with feature; ns).
8bf4b5a4,Market,Indonesia,Feature,human_presence,Human,Brand_Linkage_T2B,Brand Linkage,positive,small,0.186,0.45,51,30,77.7,ns,0.64928,multiple_testing_risk,low,Human is associated with 0.4pp higher Brand Linkage in Market = Indonesia (n=51 with feature; ns).
45b2f0e6,Market,Indonesia,Feature,human_presence,Human,Uniqueness_T2B,Uniqueness,positive,medium,0.205,0.92,51,30,70.14,ns,0.27122,multiple_testing_risk,low,Human is associated with 0.9pp higher Uniqueness in Market = Indonesia (n=51 with feature; ns).
250f4aed,Market,Indonesia,Feature,human_presence,Human,Shareability_T2B,Shareability,positive,small,0.158,0.47,51,30,52.24,ns,0.57388,multiple_testing_risk,low,Human is associated with 0.5pp higher Shareability in Market = Indonesia (n=51 with feature; ns).
1451d6e6,Market,Indonesia,Feature,human_presence,Human,SCD_score,SCD Score,negative,small,-0.001,-0.04,51,30,50.09,ns,0.95321,multiple_testing_risk,low,Human is associated with 0.0pp lower SCD Score in Market = Indonesia (n=51 with feature; ns).
d84441b5,Market,Indonesia,Feature,food_presence,Food,Attention_T2B,Attention,positive,medium,0.343,1.24,28,53,71.51,ns,0.2597,"small_sample, multiple_testing_risk",low,Food is associated with 1.2pp higher Attention in Market = Indonesia (n=28 with feature; ns). Small sample — treat as directional.
553e5d03,Market,Indonesia,Feature,food_presence,Food,Persuasion_T2B,Persuasion,positive,medium,0.49,1.77,28,53,69.86,ns,0.07467,"small_sample, multiple_testing_risk",low,Food is associated with 1.8pp higher Persuasion in Market = Indonesia (n=28 with feature; ns). Small sample — treat as directional.
3c7c56b8,Market,Indonesia,Feature,food_presence,Food,Likeability_Love_Like_T2B,Likeability,positive,large,0.518,1.85,28,53,79.29,*,0.03659,"small_sample, multiple_testing_risk",medium,Food is associated with 1.9pp higher Likeability in Market = Indonesia (n=28 with feature; *). Small sample — treat as directional.
ec8e2107,Market,Indonesia,Feature,food_presence,Food,Experience_Recall_T2B,Recall,positive,medium,0.491,4.14,28,53,65.71,*,0.02646,"small_sample, multiple_testing_risk",medium,Food is associated with 4.1pp higher Recall in Market = Indonesia (n=28 with feature; *). Small sample — treat as directional.
1c22f60e,Market,Indonesia,Feature,food_presence,Food,Brand_Linkage_T2B,Brand Linkage,positive,small,0.084,0.21,28,53,77.91,ns,0.54139,"small_sample, multiple_testing_risk",low,Food is associated with 0.2pp higher Brand Linkage in Market = Indonesia (n=28 with feature; ns). Small sample — treat as directional.
eb72e80d,Market,Indonesia,Feature,food_presence,Food,Uniqueness_T2B,Uniqueness,positive,small,0.082,0.36,28,53,70.6,ns,0.68026,"small_sample, multiple_testing_risk",low,Food is associated with 0.4pp higher Uniqueness in Market = Indonesia (n=28 with feature; ns). Small sample — treat as directional.
548b450d,Market,Indonesia,Feature,food_presence,Food,Shareability_T2B,Shareability,positive,small,0.147,0.44,28,53,52.38,ns,0.79243,"small_sample, multiple_testing_risk",low,Food is associated with 0.4pp higher Shareability in Market = Indonesia (n=28 with feature; ns). Small sample — treat as directional.
fe844c9e,Market,Indonesia,Feature,food_presence,Food,SCD_score,SCD Score,positive,small,0.184,4.46,28,53,48.53,ns,0.40981,"small_sample, multiple_testing_risk",low,Food is associated with 4.5pp higher SCD Score in Market = Indonesia (n=28 with feature; ns). Small sample — treat as directional.
29935274,Market,Indonesia,Feature,product_presence,Product,Attention_T2B,Attention,negative,medium,-0.293,-1.07,55,26,72.67,ns,0.39828,"small_sample, multiple_testing_risk",low,Product is associated with 1.1pp lower Attention in Market = Indonesia (n=55 with feature; ns). Small sample — treat as directional.
1dab32e1,Market,Indonesia,Feature,product_presence,Product,Persuasion_T2B,Persuasion,negative,medium,-0.434,-1.58,55,26,71.54,ns,0.13303,"small_sample, multiple_testing_risk",low,Product is associated with 1.6pp lower Persuasion in Market = Indonesia (n=55 with feature; ns). Small sample — treat as directional.
0cc5286e,Market,Indonesia,Feature,product_presence,Product,Likeability_Love_Like_T2B,Likeability,negative,medium,-0.259,-0.98,55,26,80.6,ns,0.33908,"small_sample, multiple_testing_risk",low,Product is associated with 1.0pp lower Likeability in Market = Indonesia (n=55 with feature; ns). Small sample — treat as directional.
33e36720,Market,Indonesia,Feature,product_presence,Product,Experience_Recall_T2B,Recall,negative,medium,-0.24,-2.25,55,26,68.67,ns,0.62369,"small_sample, multiple_testing_risk",low,Product is associated with 2.3pp lower Recall in Market = Indonesia (n=55 with feature; ns). Small sample — treat as directional.
2cff5a6f,Market,Indonesia,Feature,product_presence,Product,Brand_Linkage_T2B,Brand Linkage,negative,small,-0.176,-0.44,55,26,78.28,ns,0.58141,"small_sample, multiple_testing_risk",low,Product is associated with 0.4pp lower Brand Linkage in Market = Indonesia (n=55 with feature; ns). Small sample — treat as directional.
0e240aef,Market,Indonesia,Feature,product_presence,Product,Uniqueness_T2B,Uniqueness,negative,small,-0.177,-0.82,55,26,71.28,ns,0.71195,"small_sample, multiple_testing_risk",low,Product is associated with 0.8pp lower Uniqueness in Market = Indonesia (n=55 with feature; ns). Small sample — treat as directional.
e6fa8747,Market,Indonesia,Feature,product_presence,Product,Shareability_T2B,Shareability,negative,medium,-0.247,-0.72,55,26,53.02,ns,0.52722,"small_sample, multiple_testing_risk",low,Product is associated with 0.7pp lower Shareability in Market = Indonesia (n=55 with feature; ns). Small sample — treat as directional.
780aa87e,Market,Indonesia,Feature,product_presence,Product,SCD_score,SCD Score,negative,medium,-0.392,-9.07,55,26,56.23,ns,0.21339,"small_sample, multiple_testing_risk",low,Product is associated with 9.1pp lower SCD Score in Market = Indonesia (n=55 with feature; ns). Small sample — treat as directional.
f992f676,Market,Indonesia,Feature,indoors,Indoors,Attention_T2B,Attention,negative,small,-0.125,-0.48,35,46,72.15,ns,0.74943,multiple_testing_risk,low,Indoors is associated with 0.5pp lower Attention in Market = Indonesia (n=35 with feature; ns).
e8184aaf,Market,Indonesia,Feature,indoors,Indoors,Persuasion_T2B,Persuasion,negative,medium,-0.213,-0.83,35,46,70.83,ns,0.53232,multiple_testing_risk,low,Indoors is associated with 0.8pp lower Persuasion in Market = Indonesia (n=35 with feature; ns).
fbf8dd4a,Market,Indonesia,Feature,indoors,Indoors,Likeability_Love_Like_T2B,Likeability,negative,small,-0.101,-0.39,35,46,80.1,ns,0.68534,multiple_testing_risk,low,Indoors is associated with 0.4pp lower Likeability in Market = Indonesia (n=35 with feature; ns).
cafc9fab,Market,Indonesia,Feature,indoors,Indoors,Experience_Recall_T2B,Recall,negative,small,-0.001,-0.01,35,46,67.15,ns,0.6167,multiple_testing_risk,low,Indoors is associated with 0.0pp lower Recall in Market = Indonesia (n=35 with feature; ns).
fcb04049,Market,Indonesia,Feature,indoors,Indoors,Brand_Linkage_T2B,Brand Linkage,negative,small,-0.021,-0.05,35,46,78.01,ns,0.95818,multiple_testing_risk,low,Indoors is associated with 0.1pp lower Brand Linkage in Market = Indonesia (n=35 with feature; ns).
bc9c472e,Market,Indonesia,Feature,indoors,Indoors,Uniqueness_T2B,Uniqueness,negative,small,-0.13,-0.6,35,46,70.98,ns,0.72785,multiple_testing_risk,low,Indoors is associated with 0.6pp lower Uniqueness in Market = Indonesia (n=35 with feature; ns).
16dd4640,Market,Indonesia,Feature,indoors,Indoors,Shareability_T2B,Shareability,positive,small,0.082,0.26,35,46,52.42,ns,0.61001,multiple_testing_risk,low,Indoors is associated with 0.3pp higher Shareability in Market = Indonesia (n=35 with feature; ns).
c22a0573,Market,Indonesia,Feature,indoors,Indoors,SCD_score,SCD Score,negative,medium,-0.299,-7.28,35,46,53.21,ns,0.20479,multiple_testing_risk,low,Indoors is associated with 7.3pp lower SCD Score in Market = Indonesia (n=35 with feature; ns).
6eb2bd95,Market,Indonesia,Feature,outdoors,Outdoors,Attention_T2B,Attention,positive,large,1.559,4.6,11,70,71.31,***,0.0001,"small_sample, multiple_testing_risk",low,Outdoors is associated with 4.6pp higher Attention in Market = Indonesia (n=11 with feature; ***). Small sample — treat as directional.
6f1ba5a0,Market,Indonesia,Feature,outdoors,Outdoors,Persuasion_T2B,Persuasion,positive,large,1.17,3.8,11,70,69.96,**,0.00117,"small_sample, multiple_testing_risk",low,Outdoors is associated with 3.8pp higher Persuasion in Market = Indonesia (n=11 with feature; **). Small sample — treat as directional.
1071f0be,Market,Indonesia,Feature,outdoors,Outdoors,Likeability_Love_Like_T2B,Likeability,positive,large,1.739,5.29,11,70,79.21,***,2e-05,"small_sample, multiple_testing_risk",low,Outdoors is associated with 5.3pp higher Likeability in Market = Indonesia (n=11 with feature; ***). Small sample — treat as directional.
2fcc2070,Market,Indonesia,Feature,outdoors,Outdoors,Experience_Recall_T2B,Recall,positive,large,1.133,10.43,11,70,65.73,**,0.00129,"small_sample, multiple_testing_risk",low,Outdoors is associated with 10.4pp higher Recall in Market = Indonesia (n=11 with feature; **). Small sample — treat as directional.
167f52bc,Market,Indonesia,Feature,outdoors,Outdoors,Brand_Linkage_T2B,Brand Linkage,positive,large,0.743,2.04,11,70,77.71,*,0.01806,"small_sample, multiple_testing_risk",low,Outdoors is associated with 2.0pp higher Brand Linkage in Market = Indonesia (n=11 with feature; *). Small sample — treat as directional.
6430ef25,Market,Indonesia,Feature,outdoors,Outdoors,Uniqueness_T2B,Uniqueness,positive,large,1.238,5.03,11,70,70.04,**,0.00117,"small_sample, multiple_testing_risk",low,Outdoors is associated with 5.0pp higher Uniqueness in Market = Indonesia (n=11 with feature; **). Small sample — treat as directional.
bec98eb2,Market,Indonesia,Feature,outdoors,Outdoors,Shareability_T2B,Shareability,positive,medium,0.403,1.07,11,70,52.39,ns,0.31093,"small_sample, multiple_testing_risk",low,Outdoors is associated with 1.1pp higher Shareability in Market = Indonesia (n=11 with feature; ns). Small sample — treat as directional.
de19119d,Market,Indonesia,Feature,outdoors,Outdoors,SCD_score,SCD Score,positive,large,0.916,19.25,11,70,47.45,*,0.02055,"small_sample, multiple_testing_risk",low,Outdoors is associated with 19.3pp higher SCD Score in Market = Indonesia (n=11 with feature; *). Small sample — treat as directional.
5a810f51,Market,Indonesia,Feature,tone,Tone,Attention_T2B,Attention,positive,medium,0.419,1.53,26,55,71.45,ns,0.10445,"small_sample, multiple_testing_risk",low,Tone is associated with 1.5pp higher Attention in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
9697611d,Market,Indonesia,Feature,tone,Tone,Persuasion_T2B,Persuasion,positive,small,0.058,0.22,26,55,70.4,ns,0.75767,"small_sample, multiple_testing_risk",low,Tone is associated with 0.2pp higher Persuasion in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
82a46723,Market,Indonesia,Feature,tone,Tone,Likeability_Love_Like_T2B,Likeability,positive,large,0.555,2.04,26,55,79.28,*,0.03857,"small_sample, multiple_testing_risk",medium,Tone is associated with 2.0pp higher Likeability in Market = Indonesia (n=26 with feature; *). Small sample — treat as directional.
60f131bd,Market,Indonesia,Feature,tone,Tone,Experience_Recall_T2B,Recall,positive,medium,0.436,3.89,26,55,65.9,ns,0.07096,"small_sample, multiple_testing_risk",low,Tone is associated with 3.9pp higher Recall in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
126c9aa3,Market,Indonesia,Feature,tone,Tone,Brand_Linkage_T2B,Brand Linkage,positive,medium,0.262,0.67,26,55,77.77,ns,0.26364,"small_sample, multiple_testing_risk",low,Tone is associated with 0.7pp higher Brand Linkage in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
738cea50,Market,Indonesia,Feature,tone,Tone,Uniqueness_T2B,Uniqueness,positive,large,0.564,2.48,26,55,69.92,*,0.02504,"small_sample, multiple_testing_risk",medium,Tone is associated with 2.5pp higher Uniqueness in Market = Indonesia (n=26 with feature; *). Small sample — treat as directional.
2d2906d3,Market,Indonesia,Feature,tone,Tone,Shareability_T2B,Shareability,positive,medium,0.493,1.42,26,55,52.07,ns,0.06786,"small_sample, multiple_testing_risk",low,Tone is associated with 1.4pp higher Shareability in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
78722d6a,Market,Indonesia,Feature,tone,Tone,SCD_score,SCD Score,positive,small,0.049,1.21,26,55,49.68,ns,0.80817,"small_sample, multiple_testing_risk",low,Tone is associated with 1.2pp higher SCD Score in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
fca97726,Market,Indonesia,Feature,products,Products,Attention_T2B,Attention,negative,medium,-0.201,-0.81,26,55,72.2,ns,0.63807,"small_sample, multiple_testing_risk",low,Products is associated with 0.8pp lower Attention in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
58c3c5f6,Market,Indonesia,Feature,products,Products,Persuasion_T2B,Persuasion,negative,medium,-0.468,-1.88,26,55,71.08,ns,0.1002,"small_sample, multiple_testing_risk",low,Products is associated with 1.9pp lower Persuasion in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
a9d2f15a,Market,Indonesia,Feature,products,Products,Likeability_Love_Like_T2B,Likeability,negative,medium,-0.341,-1.33,26,55,80.36,ns,0.16423,"small_sample, multiple_testing_risk",low,Products is associated with 1.3pp lower Likeability in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
f0437f77,Market,Indonesia,Feature,products,Products,Experience_Recall_T2B,Recall,negative,medium,-0.396,-3.71,26,55,68.33,ns,0.17046,"small_sample, multiple_testing_risk",low,Products is associated with 3.7pp lower Recall in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
086131a8,Market,Indonesia,Feature,products,Products,Brand_Linkage_T2B,Brand Linkage,negative,small,-0.123,-0.32,26,55,78.09,ns,0.50112,"small_sample, multiple_testing_risk",low,Products is associated with 0.3pp lower Brand Linkage in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
ec47ec78,Market,Indonesia,Feature,products,Products,Uniqueness_T2B,Uniqueness,negative,small,-0.176,-0.84,26,55,70.99,ns,0.66724,"small_sample, multiple_testing_risk",low,Products is associated with 0.8pp lower Uniqueness in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
a95e2f0a,Market,Indonesia,Feature,products,Products,Shareability_T2B,Shareability,negative,small,-0.125,-0.39,26,55,52.66,ns,0.77311,"small_sample, multiple_testing_risk",low,Products is associated with 0.4pp lower Shareability in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
082b8c36,Market,Indonesia,Feature,products,Products,SCD_score,SCD Score,negative,medium,-0.274,-7.01,26,55,52.32,ns,0.3494,"small_sample, multiple_testing_risk",low,Products is associated with 7.0pp lower SCD Score in Market = Indonesia (n=26 with feature; ns). Small sample — treat as directional.
44b59013,Market,Indonesia,Feature,passion_point,Passion Point,Attention_T2B,Attention,positive,medium,0.374,1.28,14,67,71.72,ns,0.23293,"small_sample, multiple_testing_risk",low,Passion Point is associated with 1.3pp higher Attention in Market = Indonesia (n=14 with feature; ns). Small sample — treat as directional.
7a4e6de5,Market,Indonesia,Feature,passion_point,Passion Point,Persuasion_T2B,Persuasion,positive,medium,0.349,1.19,14,67,70.27,ns,0.33931,"small_sample, multiple_testing_risk",low,Passion Point is associated with 1.2pp higher Persuasion in Market = Indonesia (n=14 with feature; ns). Small sample — treat as directional.
57407f4e,Market,Indonesia,Feature,passion_point,Passion Point,Likeability_Love_Like_T2B,Likeability,positive,medium,0.269,0.96,14,67,79.76,ns,0.47263,"small_sample, multiple_testing_risk",low,Passion Point is associated with 1.0pp higher Likeability in Market = Indonesia (n=14 with feature; ns). Small sample — treat as directional.
ee60e8c1,Market,Indonesia,Feature,passion_point,Passion Point,Experience_Recall_T2B,Recall,positive,small,0.114,1.03,14,67,66.97,ns,0.59552,"small_sample, multiple_testing_risk",low,Passion Point is associated with 1.0pp higher Recall in Market = Indonesia (n=14 with feature; ns). Small sample — treat as directional.
370a6fdb,Market,Indonesia,Feature,passion_point,Passion Point,Brand_Linkage_T2B,Brand Linkage,positive,small,0.138,0.34,14,67,77.92,ns,0.62175,"small_sample, multiple_testing_risk",low,Passion Point is associated with 0.3pp higher Brand Linkage in Market = Indonesia (n=14 with feature; ns). Small sample — treat as directional.
7c8c2ea3,Market,Indonesia,Feature,passion_point,Passion Point,Uniqueness_T2B,Uniqueness,positive,medium,0.317,1.32,14,67,70.49,ns,0.27995,"small_sample, multiple_testing_risk",low,Passion Point is associated with 1.3pp higher Uniqueness in Market = Indonesia (n=14 with feature; ns). Small sample — treat as directional.
f49134e2,Market,Indonesia,Feature,passion_point,Passion Point,Shareability_T2B,Shareability,positive,large,0.651,1.91,14,67,52.2,*,0.03755,"small_sample, multiple_testing_risk",low,Passion Point is associated with 1.9pp higher Shareability in Market = Indonesia (n=14 with feature; *). Small sample — treat as directional.
